"","Heritability","Male Insecticide Exposure","Female Insecticide Exposure","Female Fitness Cost","Male Fitness Cost","Intervention Coverage","Dispersal","Between Gonotrophic Survival","coverage.i","coverage.j","coverage.ij","f.encounter.i","f.encounter.j","f.encounter.ij","m.encounter.i","m.encounter.j","m.encounter.ij"
"37",0.0802443426559737,0.141979120433796,0.727523696677561,0.00623905540994043,0.00331070476128301,0.547082864134228,0.710081369091626,0.830399117811326,0.2627,0.4034,0.3339,0.0553,0.5582,0.3865,0.2013,0.6732,0.1254
"38",0.139134593338787,0.0479097129715607,0.728370072282187,0.0163738075252848,0.0223122866885944,0.7211532104313,0.888108158423584,0.936767325155405,0.3156,0.429,0.2554,0.1607,0.349,0.4903,0.2419,0.3938,0.3643
"39",0.291113325646723,0.256726284407033,0.768598285667342,0.0160453699032972,0.02692762164789,0.511789825175451,0.842133929651566,0.820125488553156,0.4141,0.57,0.0159,0.4459,0.3289,0.2252,0.5349,0.1145,0.3506
"40",0.126774357710563,0.204984984523524,0.469601018395915,0.0193897163175354,0.0149195017067229,0.866650137045253,0.677502902025301,0.881010973677258,0.1298,0.4479,0.4223,0.2309,0.3565,0.4126,0.1522,0.5537,0.2942
"41",0.215043729934545,0.150186031884328,0.865856388875761,0.00669713587141107,0.0165911999378286,0.688116477703685,0.622016496480629,0.72909976244152,0.6057,0.3379,0.0564,0.6743,0.0056,0.3201,0.2188,0.4275,0.3537
"42",0.10862041260195,0.390633644301165,0.491920496951451,0.0252789209971798,0.00406262883923855,0.58275153950939,0.21329537041422,0.766499837223606,0.4723,0.3201,0.2076,0.5053,0.1258,0.3688,0.3259,0.4821,0.192
"43",0.113004179162311,0.272126428835071,0.432839755245321,0.0194852461937785,0.0081398755346234,0.626520751779731,0.891493759489562,0.75484403317878,0.3006,0.0105,0.6889,0.416,0.3413,0.2427,0.8276,0.039,0.1334
"44",0.273727319077717,0.0418424217626918,0.431699274366046,0.0207232476025873,0.0252234207954742,0.693469550276361,0.839652827873547,0.933703263935287,0.5297,0.3644,0.106,0.18,0.4978,0.3223,0.0375,0.2362,0.7263
"45",0.130775746076868,0.0656998641581042,0.527035523446288,0.0204232150669938,0.0251025564930756,0.570197263192572,0.270342868632395,0.929110757380243,0.0909,0.5459,0.3632,0.1161,0.565,0.3189,0.2319,0.4976,0.2704
"46",0.105865422896529,0.993492370331753,0.517406671556411,0.0124044752842877,0.0235659052958712,0.87526388637431,0.641863004147597,0.819181121673137,0.6625,0.2529,0.0846,0.0834,0.5573,0.3593,0.4152,0.3844,0.2004
"47",0.158320217056066,0.784989847614989,0.441594333336374,0.0272072264926794,0.0181968779656175,0.889378878114168,0.173404528556541,0.698473882514312,0.0744,0.0196,0.906,0.2634,0.4688,0.2679,0.4758,0.1287,0.3956
"48",0.102689073757298,0.966117134544812,0.457385992164398,0.0134682923209253,0.0311399746621558,0.530348928061929,0.1499330896887,0.852244934563286,0.1956,0.6799,0.1245,0.1917,0.6305,0.1778,0.5023,0.3616,0.1361
"49",0.206332902923459,0.870464689744916,0.628260798696976,0.0272200646894297,0.02856068020214,0.610839475682676,0.313971231843736,0.932551761202712,0.4939,0.1354,0.3707,0.4676,0.1549,0.3774,0.5378,0.1138,0.3484
"50",0.230346867145871,0.998712021187204,0.896439064177137,0.0301892208041772,0.0103199239969256,0.793220490271896,0.640374143191911,0.817371349810323,0.2551,0.1262,0.6188,0.4246,0.3111,0.2643,0.3732,0.3326,0.2942
"51",0.0666240234666853,0.646126532997657,0.721799373258569,0.011391393793196,0.0205675745198536,0.672512480507223,0.642030547523815,0.926145457781034,0.2707,0.2417,0.4877,0.3062,0.4761,0.2177,0.3506,0.2644,0.385
"52",0.0886962730308354,0.706580520187784,0.826220170953637,0.0129107526833301,0.0238015795227566,0.743739578250684,0.299826050463486,0.664727363929247,0.0512,0.5495,0.3993,0.5184,0.2195,0.2622,0.3929,0.4275,0.1796
"53",0.240691523924272,0.85403501284169,0.561292811007088,0.0283215015331327,0.00849232747916086,0.685707314822767,0.621739486057311,0.766815779323931,0.0498,0.4785,0.4718,0.3229,0.0373,0.6398,0.5163,0.2034,0.2803
"54",0.10973059675796,0.813840481072129,0.699739043783513,0.0125920677477522,0.0268948526060295,0.526210794396149,0.192971274652984,0.711669036541244,0.434,0.4242,0.1418,0.2893,0.2626,0.4481,0.2296,0.3286,0.4418
"55",0.0736023343299399,0.324464507354959,0.698653052501997,0.0276273488090227,0.0069188795559525,0.757878418535627,0.268336999992169,0.828972403343383,0.2889,0.3793,0.3318,0.0833,0.7314,0.1854,0.0115,0.6318,0.3568
"56",0.245965101416811,0.86711528219129,0.791992869692703,0.0295212427781695,0.024631618461312,0.655194255555617,0.838528484951146,0.768064738104495,0.3007,0.6395,0.0597,0.6628,0.0965,0.2407,0.3656,0.182,0.4524
"57",0.0990979541031993,0.62101586762683,0.819242178360454,0.0294481107040332,0.0190430992182598,0.578341936191265,0.265877533157431,0.821821834422857,0.1579,0.43,0.4121,0.394,0.0166,0.5894,0.5259,0.2137,0.2603
"58",0.294990662075655,0.472419460733281,0.678252293268614,0.0301177318131835,0.0320386009935893,0.774825623405799,0.230633029287513,0.929480496513452,0.3363,0.0803,0.5834,0.4707,0.4106,0.1187,0.4814,0.3631,0.1555
"59",0.270441031037626,0.664122987827519,0.427882211803494,0.0241365882914758,0.0177431677190312,0.56195708518791,0.629133897956889,0.810530716259114,0.3607,0.3793,0.26,0.5783,0.2521,0.1696,0.6134,0.2958,0.0908
"60",0.268374312594213,0.572632361703692,0.688196742768702,0.0172883850270659,0.00305733756112889,0.636204081669794,0.459895385203324,0.9414266419285,0.1662,0.6128,0.221,0.2403,0.1632,0.5965,0.0214,0.8758,0.1028
"61",0.165152625187632,0.810366400308139,0.525738532211294,0.013399494650845,0.0229371216383665,0.654306246727891,0.766633320825137,0.768255685020996,0.3451,0.2527,0.4022,0.4991,0.2912,0.2098,0.3121,0.4896,0.1983
"62",0.171393555516348,0.100941905287211,0.446300954860204,0.0220869573259568,0.01111399643568,0.75553414197511,0.146570534368902,0.715471971064449,0.4026,0.3174,0.28,0.4725,0.3003,0.2272,0.01,0.7861,0.2039
"63",0.146321671766555,0.469497983369883,0.747764503003063,0.00321050612065406,0.0038505019643635,0.583576119772606,0.411916744756717,0.875539895618708,0.2427,0.2284,0.5289,0.2535,0.7083,0.0383,0.3426,0.307,0.3504
"64",0.150969280912506,0.852570016615768,0.6197430679866,0.0225896326271934,0.0272737723873609,0.610710342575805,0.848919741481934,0.793565523156779,0.0983,0.3378,0.5639,0.5045,0.4608,0.0347,0.2921,0.4088,0.299
"65",0.182552195550391,0.21393226789895,0.88972507713302,0.0316537406285708,0.0312992189768015,0.893634052402796,0.228531441501509,0.845592727716993,0.828,0.0295,0.1425,0.9229,0.0303,0.0468,0.4401,0.1146,0.4453
"66",0.166407610943791,0.898422939084331,0.823271172847331,0.0222396082017524,0.00557112846558145,0.610464787661619,0.726527960086782,0.837365267239793,0.4854,0.2401,0.2745,0.3144,0.3202,0.3653,0.6738,0.2286,0.0976
"67",0.244102640643687,0.142718725321838,0.853013573510735,0.0270215239524294,0.00877676965397876,0.718040119443955,0.773515322270319,0.684626154961564,0.7386,0.0994,0.162,0.4716,0.2534,0.2751,0.064,0.5463,0.3897
"68",0.0547625126044441,0.425936134156445,0.596743311184703,0.0102527703701747,0.0130512472426044,0.554019660351602,0.772940348528493,0.90962606066498,0.3861,0.3648,0.2491,0.3434,0.4258,0.2308,0.2564,0.5991,0.1445
"69",0.214480662181205,0.927824320862745,0.852037741299369,0.0113623823339753,0.0312473516588784,0.716865429285234,0.293956085203066,0.735698017329395,0.707,0.0593,0.2337,0.0962,0.6214,0.2823,0.3303,0.3226,0.3471
"70",0.235737421994138,0.851982757042861,0.486812956460181,0.0153622360169343,0.00453332696479326,0.817751689413516,0.431494105890468,0.931044537632626,0.6695,0.327,0.0035,0.335,0.3389,0.3262,0.3532,0.4418,0.205
"71",0.0806605733534379,0.0670353403023211,0.820365748829045,0.00569908368017408,0.0147982734187122,0.658860775084365,0.502490590456687,0.82843097607969,0.2812,0.5374,0.1813,0.0686,0.6865,0.2449,0.3261,0.0596,0.6143
"72",0.178922746972146,0.345824458930525,0.51079229322403,0.0237806659430072,0.0104057906894565,0.649630549362693,0.181934933454152,0.763517150558587,0.3001,0.2568,0.4431,0.7519,0.1011,0.147,0.3568,0.3191,0.3241
"73",0.259966619368794,0.580760262875608,0.481315571909561,0.0112335237296291,0.0166984404529529,0.768758442036472,0.593184330607727,0.813298439756619,0.2926,0.3872,0.3202,0.1957,0.6144,0.1899,0.0283,0.0302,0.9415
"74",0.243033542222396,0.910582990422682,0.62717921910584,0.00809511640556832,0.0187267727995773,0.67488928838077,0.870511976902112,0.817917873661431,0.0692,0.4739,0.4568,0.4164,0.324,0.2596,0.1983,0.2563,0.5454
"75",0.265278115474631,0.700618570562149,0.488733316037781,0.0180304375766742,0.01983007712947,0.733259075371595,0.137192033721097,0.787958307694898,0.2056,0.3064,0.488,0.633,0.1712,0.1959,0.2719,0.08,0.6481
"76",0.26147449216579,0.549707840247825,0.740524806791148,0.0249868835866409,0.0276612663519047,0.724259981849715,0.725821252614837,0.804372884453559,0.342,0.33,0.3281,0.0153,0.9168,0.068,0.6553,0.1848,0.1599
"77",0.181572813964408,0.353390444246563,0.5794871084288,0.00543266747288406,0.0233117009179317,0.868427165998416,0.427037825273611,0.757187858790862,0.2881,0.4276,0.2843,0.3449,0.5229,0.1322,0.223,0.0287,0.7483
"78",0.299961532557337,0.54502047663522,0.443132002010965,0.0116487819451028,0.0192888353538644,0.686314215069339,0.501197848110329,0.886292119126535,0.4362,0.3097,0.2541,0.1781,0.4501,0.3718,0.0785,0.5815,0.34
"79",0.198362500577618,0.802441655997117,0.866194804671383,0.0231163360563696,0.0275590213848404,0.797906960646119,0.70129077261975,0.710481282554448,0.1374,0.49,0.3726,0.502,0.405,0.093,0.6407,0.0961,0.2632
"80",0.174308366080566,0.455468605977064,0.840936003237043,0.016034122233921,0.0205819005328377,0.869216354308995,0.718610324470419,0.943569416041369,0.3208,0.4079,0.2713,0.7042,0.2954,5e-04,0.34,0.5254,0.1345
"81",0.266311454734567,0.305029701889376,0.782207617791218,0.0275597818374543,0.00785420247664442,0.815350056751957,0.317778085681498,0.794559227819013,0.3504,0.3646,0.285,0.0805,0.3835,0.536,0.5904,0.216,0.1936
"82",0.145847666192683,0.751219271156006,0.806198862719093,0.0133875138764679,0.0154786916087631,0.874651884381231,0.880946309254225,0.814858332296117,0.0895,0.6089,0.3016,0.0408,0.3062,0.653,0.5024,0.1535,0.3441
"83",0.169442118567874,0.618556228468125,0.89953235434622,0.0132268827172287,0.00630878383479174,0.837595418532425,0.460716439629514,0.802115988226033,0.4692,0.0898,0.441,0.1109,0.1053,0.7838,0.5045,0.4386,0.0569
"84",0.0742201973437506,0.978404859256907,0.775592753280141,0.0290966567618735,0.0319399543777255,0.893467592320526,0.371410616720673,0.7663113166227,0.3051,0.2097,0.4852,0.1833,0.4338,0.3829,0.3418,0.4327,0.2256
"85",0.197703667910455,0.0024710747970501,0.762832438194961,0.028835866032836,0.00963802610578993,0.755035995547138,0.87978609287627,0.908950507686801,0.473,0.2637,0.2633,0.0441,0.2541,0.7018,0.1489,0.5941,0.257
"86",0.192367947837699,0.137179026818811,0.47371451025859,0.0214686697459177,0.0265522748877434,0.770801250112113,0.785904147471022,0.898707910008115,0.2621,0.4181,0.3198,0.0386,0.7869,0.1745,0.3054,0.3357,0.3589
"87",0.189441679768515,0.835098648630339,0.697423906135361,0.0182430153377431,0.00870805733673461,0.738646840098416,0.498600672057979,0.849248297144374,0.3771,0.2916,0.3313,0.1393,0.6065,0.2542,0.401,0.3607,0.2383
"88",0.296812455473142,0.841052512798901,0.581133708869747,0.0319419770257468,0.00862907962958328,0.605530911914445,0.594913079897854,0.935256912685001,0.299,0.3103,0.3907,0.4116,0.1664,0.4219,0.6316,0.346,0.0224
"89",0.0939293649240746,0.924539972589351,0.577754283628089,0.0228005692705545,0.0307130392819084,0.74031124865504,0.28894155481156,0.904019568928586,0.5132,0.4249,0.0619,0.318,0.3208,0.3612,0.5078,0.4665,0.0257
"90",0.256038355884055,0.53602880974221,0.758698326893104,0.00460042658538511,0.00226944783054316,0.861209675070811,0.199276957829446,0.825417141853959,0.2922,0.4683,0.2395,0.3209,0.2735,0.4056,0.4196,0.3495,0.2309
"91",0.118749083510705,0.669615179582196,0.772518671204313,0.0227528272018435,0.0321839107679347,0.860158021759708,0.21052433739122,0.942919451937184,0.8802,0.0295,0.0903,0.318,0.5528,0.1292,0.1559,0.4999,0.3442
"92",0.243455257218197,0.0347113663251046,0.64357126604747,0.0274069536947261,0.00650900552068092,0.582800799292009,0.747366276726555,0.79838891663451,0.4319,0.3329,0.2352,0.1134,0.3828,0.5038,0.4579,0.1911,0.351
"93",0.258907894438779,0.158014370441413,0.830323586877529,0.00635530039624707,0.00742209968074574,0.87260601005489,0.759922926574294,0.902987328005665,0.1788,0.379,0.4422,0.4982,0.0374,0.4644,0.0469,0.424,0.5291
"94",0.14135945332374,0.0912937274357304,0.462282764424058,0.0267304235674525,0.0256818441099867,0.518404140863065,0.303320579858758,0.709210661767778,0.3545,0.2522,0.3934,0.3731,0.4072,0.2197,0.3493,0.2205,0.4302
"95",0.176893990863103,0.232730133597367,0.820233376870095,0.00342238935277821,0.00841516863065492,0.675190117011527,0.752420238457713,0.765157917072675,0.3715,0.1554,0.4731,0.3221,0.0205,0.6575,0.3707,0.0475,0.5818
"96",0.196092741794256,0.000599591386597604,0.703663176223531,0.0212829478966042,0.028102679823159,0.844107395845177,0.305723552969582,0.701150004444364,0.3297,0.3635,0.3068,0.5363,0.4533,0.0104,0.5146,0.1175,0.3679
"97",0.156020756711677,0.948806883415603,0.550652310841554,0.0151050879936346,0.0250749511151956,0.615291178975534,0.23273968903074,0.677033460802108,0.0703,0.4957,0.4341,0.6411,0.1447,0.2143,0.1564,0.7697,0.0739
"98",0.183389713172574,0.111734532666998,0.715954602549749,0.0178566594544933,0.0212569405481028,0.750217864841996,0.404088618005123,0.728482664591436,0.4517,0.4556,0.0927,0.1419,0.4408,0.4172,0.6166,0.2277,0.1557
"99",0.17237839469114,0.835450778925954,0.861484537516802,0.0291124896480595,0.0273654672510319,0.522873009440508,0.528469697207287,0.751790731291278,0.5048,0.418,0.0772,0.4031,0.4129,0.1839,0.2506,0.4896,0.2597
"100",0.102099178999866,0.411549792233226,0.843792127500928,0.00425062454260746,0.0244747438298878,0.538700446911464,0.349863945224583,0.731846909215273,0.5922,0.3191,0.0888,0.437,0.2211,0.3419,0.0534,0.1785,0.7681
"101",0.125973919041059,0.804392884375318,0.89595738688478,0.00732076273534307,0.0226080975580951,0.596857163329525,0.52275020512715,0.842124835795869,0.1183,0.8671,0.0145,0.1063,0.3643,0.5293,0.3655,0.1863,0.4482
"102",0.165227958984993,0.124906247655489,0.899986402955907,0.0311054012302852,0.0320523484370457,0.899257216210142,0.892178920247443,0.885040825957652,0.0127,0.5662,0.4212,0.7653,0.1081,0.1265,0.2526,0.2401,0.5072
"103",0.0566964129825297,0.593739860808454,0.586466283089237,0.00397461528852954,0.0133514633701683,0.747908843040355,0.277902206602581,0.830339801904963,0.3273,0.3031,0.3696,0.4592,0.0827,0.4582,0.4756,0.4704,0.054
"104",0.26956384750065,0.605640538270702,0.468581390718208,0.00222419032272184,0.0179693757709162,0.56552883996916,0.203504726474863,0.90437653758167,0.2708,0.3709,0.3583,0.3621,0.1265,0.5114,0.2682,0.0181,0.7136
"105",0.233830322471628,0.579316235035006,0.662982490527746,0.0185528913705097,0.00775789786339411,0.844631823003506,0.802710201885123,0.678864365349132,0.3589,0.1258,0.5153,0.4602,0.1423,0.3975,0.4737,0.3911,0.1352
"106",0.158515450831677,0.231475059573865,0.498151418907347,0.00628544285018626,0.0128582461854441,0.578867024940308,0.231471907165665,0.714185706425034,0.7096,0.2068,0.0836,0.5808,0.2271,0.1921,0.1955,0.0389,0.7657
"107",0.165120173016394,0.43520173649441,0.862945254231722,0.00390017537773983,0.0132856205674231,0.856512003601408,0.750898556324914,0.706005756903953,0.6744,0.1993,0.1263,0.1587,0.2346,0.6067,0.7741,0.073,0.1529
"108",0.229852553275134,0.927613102033315,0.424552970482921,0.0270799659492942,0.0177127325099586,0.658432711235564,0.864088709666356,0.862318699911709,0.4049,0.4227,0.1724,0.3981,0.2823,0.3196,0.4654,0.0422,0.4924
"109",0.188178962086607,0.986275200757082,0.629169236532075,0.0215726913071596,0.00800792308849259,0.62382706178546,0.409871993405558,0.667913770499786,0.475,0.1846,0.3404,0.4166,0.3741,0.2094,0.366,0.3998,0.2343
"110",0.144067778284033,0.428460996021843,0.785079826276854,0.016708576217032,0.00974314032935398,0.612411521457285,0.329867778413463,0.751846177935222,0.2741,0.2221,0.5038,0.4988,0.0279,0.4733,0.3593,0.1938,0.4469
"111",0.283175233742414,0.494032799614174,0.701021027487959,0.011997016315006,0.00248380719812098,0.674224888665602,0.450363318460751,0.772645361313643,0.8958,0.0023,0.102,0.2288,0.3429,0.4283,0.5426,0.0435,0.4139
"112",0.080546084100008,0.794033476853603,0.79656051341109,0.0141878206201775,0.0243904761424931,0.774509890467906,0.186812532346174,0.713136260785229,0.247,0.5616,0.1914,0.2276,0.749,0.0233,0.3885,0.3018,0.3097
"113",0.21471583015318,0.930951227655262,0.825329538923549,0.00532023106220434,0.0234137270135114,0.803104659539293,0.818303014016785,0.797278179357044,0.5115,0.1996,0.2889,0.4561,0.0473,0.4967,0.1827,0.2451,0.5722
"114",0.220942417684029,0.00267004687502049,0.769530924081442,0.0291279309033516,0.0133494557614361,0.826038682986414,0.217693737616893,0.825927913461278,0.2857,0.3549,0.3594,0.2972,0.4586,0.2442,0.1595,0.5181,0.3223
"115",0.105952505024878,0.166707474023174,0.772042703598563,0.0307981747198366,0.0225787393518966,0.704054796801712,0.663035858377945,0.749363577974437,0.295,0.5506,0.1543,0.0549,0.1993,0.7458,0.4834,0.0067,0.5098
"116",0.130201606975991,0.316366279125726,0.585125925857562,0.0199624483457797,0.0257549956502067,0.82357533886876,0.809852124025412,0.678080616510481,0.0116,0.7015,0.2869,0.1439,0.0303,0.8258,0.2744,0.3165,0.4091
"117",0.274889096712234,0.374667519570841,0.466038667497342,0.0298496801821962,0.0128492402774903,0.505706993393507,0.526387521843407,0.690232799372237,0.3565,0.3818,0.2617,0.3357,0.1681,0.4962,0.0531,0.2274,0.7195
"118",0.235210391583602,0.14361179403197,0.582730328468862,0.0278497666912675,0.0131638452160687,0.732397995835878,0.789291660587937,0.886368016372392,0.4287,0.1891,0.3822,0.095,0.4233,0.4817,0.5915,0.2687,0.1398
"119",0.0803510354947357,0.0661237058298895,0.821982059183007,0.0308569603316281,0.0155448061300998,0.879859798055906,0.500666561951991,0.717760298682696,0.232,0.7187,0.0492,0.1927,0.6061,0.2011,0.161,0.509,0.33
"120",0.264468348934926,0.694828830962488,0.51557263343971,0.0224472986741683,0.0196851831669924,0.69799202220602,0.777006280603092,0.862386129024648,0.499,0.2099,0.2911,0.3036,0.5175,0.1789,0.3228,0.2995,0.3778
